,id,log_price,latitude,longitude
11758,3952093,6.052089168924417,38.92118674576497,-77.04145137433449
11759,8389670,4.382026634673881,34.00137407930738,-118.47866954904823
11760,16240471,4.0943445622221,40.868239241160566,-73.92337067118717
11761,11884317,5.105945473900579,34.01231726392587,-118.34496550028182
11762,15718220,4.31748811353631,40.67504513138148,-73.96436638745007
11763,11701404,4.0943445622221,40.71078454910322,-73.95070754207319
11764,15027031,5.48063892334199,40.72444203417815,-73.97998760768844
11765,18227762,4.90527477843843,38.89390710769046,-76.9977297971836
11766,6152478,3.688879454113936,40.85067692601272,-73.93045531115129
11767,4172266,4.882801922586372,34.09970515914076,-118.35996158497072
11768,13770378,4.248495242049359,40.70675345861103,-73.94983722900197
11769,12069335,4.4998096703302615,40.76601716828871,-73.98393993399554
11770,13980926,4.51085950651685,34.15197031256628,-118.37983205502924
11771,9415290,4.605170185988092,34.05745604104819,-118.3123336757052
11772,4612288,4.8283137373023015,37.75833812822355,-122.42291278321208
11773,9393184,3.7612001156935615,40.68927559093302,-73.95955850274594
11774,16477905,5.703782474656202,40.72582518320739,-73.97728735857709
11775,14760548,5.272999558563747,40.67210666495532,-73.99189064588094
11776,7927838,5.293304824724492,33.98890978555019,-118.47247006381107
11777,14165982,4.31748811353631,34.048120197179806,-118.33074607316776
11778,13770856,5.003946305945459,40.7660568387685,-73.99038816707673
11779,15785305,4.382026634673881,40.68342317912213,-73.90993129354062
11780,12448364,4.700480365792417,42.36676598041125,-71.03449084013735
11781,10368589,3.3672958299864737,34.123830150265306,-117.90447181852733
11782,4775244,5.3706380281276624,33.83850432556588,-118.212698707586
11783,14627950,3.871201010907892,34.04336606302238,-118.2217236911678
11784,18445918,4.31748811353631,37.76676532091906,-122.4304714031804
11785,6199643,4.442651256490317,34.006802822723024,-118.30675952957704
11786,18561753,5.501258210544727,33.90437263149969,-118.41996549058236
11787,11048380,4.174387269895637,40.767050506260745,-73.92101206832308
11788,1586346,5.010635294096256,37.73317174522248,-122.4318405348888
11789,11724255,4.0943445622221,40.73244342884522,-73.87557547069285
11790,4128021,4.442651256490317,34.00084666372581,-118.46619784992822
11791,10801360,5.010635294096256,40.79842229787271,-73.96902749748031
11792,15628435,3.912023005428147,40.68173672375716,-73.90733129244413
11793,14220594,4.934473933130692,42.35674094180381,-71.13651560421026
11794,16409970,6.396929655216146,37.80166308584938,-122.41086968289552
